ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,05/25/2025,05/26/2025 07:40:29, 00:00, 00:15,0.207,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 00:15, 00:30,0.199,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 00:30, 00:45,0.191,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 00:45, 01:00,0.205,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 01:00, 01:15,0.206,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 01:15, 01:30,0.144,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 01:30, 01:45,0.127,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 01:45, 02:00,0.141,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 02:00, 02:15,0.126,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 02:15, 02:30,0.183,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 02:30, 02:45,0.203,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 02:45, 03:00,0.179,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 03:00, 03:15,0.172,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 03:15, 03:30,0.167,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 03:30, 03:45,0.126,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 03:45, 04:00,0.127,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 04:00, 04:15,0.133,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 04:15, 04:30,0.122,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 04:30, 04:45,0.16,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 04:45, 05:00,0.192,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 05:00, 05:15,0.156,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 05:15, 05:30,0.185,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 05:30, 05:45,0.149,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 05:45, 06:00,0.128,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 06:00, 06:15,0.127,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 06:15, 06:30,0.141,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 06:30, 06:45,0.599,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 06:45, 07:00,0.947,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 07:00, 07:15,0.608,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 07:15, 07:30,0.366,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 07:30, 07:45,0.363,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 07:45, 08:00,0.339,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 08:00, 08:15,0.125,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 08:15, 08:30,0.113,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 08:30, 08:45,0.117,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 08:45, 09:00,0.132,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 09:00, 09:15,0.495,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 09:15, 09:30,0.474,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 09:30, 09:45,0.473,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 09:45, 10:00,0.479,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 10:00, 10:15,0.558,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 10:15, 10:30,0.579,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 10:30, 10:45,0.109,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 10:45, 11:00,0.144,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 11:00, 11:15,0.11,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 11:15, 11:30,0.574,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 11:30, 11:45,0.614,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 11:45, 12:00,0.585,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 12:00, 12:15,1.054,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 12:15, 12:30,1.504,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 12:30, 12:45,1.435,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 12:45, 13:00,0.911,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 13:00, 13:15,0.451,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 13:15, 13:30,1.243,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 13:30, 13:45,0.855,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 13:45, 14:00,1.476,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 14:00, 14:15,1.406,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 14:15, 14:30,1.419,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 14:30, 14:45,1.417,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 14:45, 15:00,1.421,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 15:00, 15:15,0.787,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 15:15, 15:30,0.795,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 15:30, 15:45,1.397,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 15:45, 16:00,0.738,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 16:00, 16:15,0.724,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 16:15, 16:30,0.707,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 16:30, 16:45,0.72,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 16:45, 17:00,0.706,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 17:00, 17:15,0.683,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 17:15, 17:30,0.107,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 17:30, 17:45,0.523,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 17:45, 18:00,1.036,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 18:00, 18:15,0.922,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 18:15, 18:30,1.516,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 18:30, 18:45,1.576,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 18:45, 19:00,1.543,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 19:00, 19:15,1.156,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 19:15, 19:30,1.811,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 19:30, 19:45,0.711,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 19:45, 20:00,0.765,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 20:00, 20:15,0.76,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 20:15, 20:30,1.094,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 20:30, 20:45,1.135,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 20:45, 21:00,1.11,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 21:00, 21:15,1.154,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 21:15, 21:30,0.498,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 21:30, 21:45,0.524,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 21:45, 22:00,0.15,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 22:00, 22:15,0.149,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 22:15, 22:30,0.121,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 22:30, 22:45,0.445,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 22:45, 23:00,0.457,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 23:00, 23:15,0.205,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 23:15, 23:30,0.194,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 23:30, 23:45,0.198,A,Consumption
'1234567890,05/25/2025,05/26/2025 07:40:29, 23:45, 24:00,0.216,A,Consumption
