ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,05/27/2025,05/28/2025 07:40:29, 00:00, 00:15,0.109,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 00:15, 00:30,0.101,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 00:30, 00:45,0.117,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 00:45, 01:00,0.108,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 01:00, 01:15,0.111,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 01:15, 01:30,0.144,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 01:30, 01:45,0.13,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 01:45, 02:00,0.109,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 02:00, 02:15,0.128,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 02:15, 02:30,0.113,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 02:30, 02:45,0.149,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 02:45, 03:00,0.102,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 03:00, 03:15,0.137,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 03:15, 03:30,0.139,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 03:30, 03:45,0.103,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 03:45, 04:00,0.109,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 04:00, 04:15,0.119,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 04:15, 04:30,0.143,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 04:30, 04:45,0.127,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 04:45, 05:00,0.133,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 05:00, 05:15,0.139,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 05:15, 05:30,0.141,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 05:30, 05:45,0.124,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 05:45, 06:00,0.125,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 06:00, 06:15,0.136,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 06:15, 06:30,0.113,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 06:30, 06:45,0.612,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 06:45, 07:00,0.792,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 07:00, 07:15,0.11,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 07:15, 07:30,0.14,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 07:30, 07:45,0.117,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 07:45, 08:00,0.107,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 08:00, 08:15,0.181,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 08:15, 08:30,0.198,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 08:30, 08:45,0.214,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 08:45, 09:00,0.175,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 09:00, 09:15,0.3,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 09:15, 09:30,0.123,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 09:30, 09:45,0.148,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 09:45, 10:00,0.114,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 10:00, 10:15,0.148,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 10:15, 10:30,0.34,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 10:30, 10:45,0.309,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 10:45, 11:00,0.336,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 11:00, 11:15,0.389,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 11:15, 11:30,0.381,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 11:30, 11:45,0.376,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 11:45, 12:00,0.483,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 12:00, 12:15,0.513,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 12:15, 12:30,0.538,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 12:30, 12:45,0.839,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 12:45, 13:00,1.119,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 13:00, 13:15,0.819,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 13:15, 13:30,0.858,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 13:30, 13:45,0.848,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 13:45, 14:00,0.442,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 14:00, 14:15,1.097,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 14:15, 14:30,0.721,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 14:30, 14:45,0.748,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 14:45, 15:00,0.727,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 15:00, 15:15,0.754,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 15:15, 15:30,1.123,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 15:30, 15:45,1.113,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 15:45, 16:00,1.103,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 16:00, 16:15,0.525,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 16:15, 16:30,0.488,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 16:30, 16:45,0.145,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 16:45, 17:00,0.111,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 17:00, 17:15,0.15,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 17:15, 17:30,0.507,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 17:30, 17:45,0.824,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 17:45, 18:00,0.775,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 18:00, 18:15,0.716,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 18:15, 18:30,0.785,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 18:30, 18:45,0.751,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 18:45, 19:00,0.389,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 19:00, 19:15,0.122,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 19:15, 19:30,1.545,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 19:30, 19:45,1.534,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 19:45, 20:00,1.508,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 20:00, 20:15,1.612,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 20:15, 20:30,1.623,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 20:30, 20:45,0.957,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 20:45, 21:00,0.862,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 21:00, 21:15,0.731,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 21:15, 21:30,0.106,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 21:30, 21:45,0.128,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 21:45, 22:00,0.117,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 22:00, 22:15,0.248,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 22:15, 22:30,0.232,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 22:30, 22:45,0.227,A,Consumption
'1234567890,05/27/2025,05/28/2025 07:40:29, 22:45, 23:00,0.24,A,Consumption
