ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,05/23/2025,05/24/2025 07:40:29, 00:00, 00:15,0.225,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 00:15, 00:30,0.197,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 00:30, 00:45,0.221,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 00:45, 01:00,0.187,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 01:00, 01:15,0.206,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 01:15, 01:30,0.14,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 01:30, 01:45,0.12,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 01:45, 02:00,0.136,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 02:00, 02:15,0.146,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 02:15, 02:30,0.188,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 02:30, 02:45,0.168,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 02:45, 03:00,0.172,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 03:00, 03:15,0.152,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 03:15, 03:30,0.115,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 03:30, 03:45,0.14,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 03:45, 04:00,0.116,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 04:00, 04:15,0.14,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 04:15, 04:30,0.104,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 04:30, 04:45,0.102,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 04:45, 05:00,0.15,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 05:00, 05:15,0.143,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 05:15, 05:30,0.144,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 05:30, 05:45,0.148,A,Consumption
'1234567890,05/23/2025,05/24/2025 07:40:29, 05:45, 06:00,0.122,A,Consumption
