ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,05/15/2025,05/16/2025 07:40:29, 00:00, 00:15,0.199,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 00:15, 00:30,0.164,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 00:30, 00:45,0.189,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 00:45, 01:00,0.189,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 01:00, 01:15,0.172,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 01:15, 01:30,0.159,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 01:30, 01:45,0.167,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 01:45, 02:00,0.199,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 02:00, 02:15,0.17,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 02:15, 02:30,0.153,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 02:30, 02:45,0.148,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 02:45, 03:00,0.171,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 03:00, 03:15,0.141,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 03:15, 03:30,0.167,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 03:30, 03:45,0.181,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 03:45, 04:00,0.148,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 04:00, 04:15,0.157,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 04:15, 04:30,0.137,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 04:30, 04:45,0.14,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 04:45, 05:00,0.176,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 05:00, 05:15,0.153,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 05:15, 05:30,0.175,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 05:30, 05:45,0.14,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 05:45, 06:00,0.143,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 06:00, 06:15,0.148,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 06:15, 06:30,0.155,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 06:30, 06:45,0.176,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 06:45, 07:00,0.536,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 07:00, 07:15,1.015,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 07:15, 07:30,0.518,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 07:30, 07:45,0.273,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 07:45, 08:00,0.256,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 08:00, 08:15,0.386,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 08:15, 08:30,0.335,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 08:30, 08:45,0.355,A,Consumption
'1234567890,05/15/2025,05/16/2025 07:40:29, 08:45, 09:00,0.346,A,Consumption
