ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,05/20/2025,05/21/2025 07:40:29, 00:00, 00:15,0.205,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 00:15, 00:30,0.188,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 00:30, 00:45,0.203,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 00:45, 01:00,0.207,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 01:00, 01:15,0.172,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 01:15, 01:30,0.189,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 01:30, 01:45,0.167,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 01:45, 02:00,0.194,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 02:00, 02:15,0.172,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 02:15, 02:30,0.158,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 02:30, 02:45,0.166,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 02:45, 03:00,0.21,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 03:00, 03:15,0.149,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 03:15, 03:30,0.143,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 03:30, 03:45,0.145,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 03:45, 04:00,0.157,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 04:00, 04:15,0.172,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 04:15, 04:30,0.166,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 04:30, 04:45,0.148,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 04:45, 05:00,0.139,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 05:00, 05:15,0.134,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 05:15, 05:30,0.154,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 05:30, 05:45,0.169,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 05:45, 06:00,0.163,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 06:00, 06:15,0.12,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 06:15, 06:30,0.13,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 06:30, 06:45,0.122,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 06:45, 07:00,0.129,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 07:00, 07:15,0.54,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 07:15, 07:30,0.847,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 07:30, 07:45,0.136,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 07:45, 08:00,0.156,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 08:00, 08:15,0.612,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 08:15, 08:30,0.595,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 08:30, 08:45,0.607,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 08:45, 09:00,0.617,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 09:00, 09:15,0.654,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 09:15, 09:30,0.675,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 09:30, 09:45,0.667,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 09:45, 10:00,0.271,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 10:00, 10:15,0.731,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 10:15, 10:30,1.299,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 10:30, 10:45,1.321,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 10:45, 11:00,1.215,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 11:00, 11:15,1.27,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 11:15, 11:30,1.457,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 11:30, 11:45,1.318,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 11:45, 12:00,0.785,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 12:00, 12:15,0.445,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 12:15, 12:30,0.458,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 12:30, 12:45,1.089,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 12:45, 13:00,1.059,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 13:00, 13:15,1.141,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 13:15, 13:30,1.149,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 13:30, 13:45,1.143,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 13:45, 14:00,1.424,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 14:00, 14:15,0.847,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 14:15, 14:30,0.771,A,Consumption
'1234567890,05/20/2025,05/21/2025 07:40:29, 14:30, 14:45,0.825,A,Consumption
