ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,05/24/2025,05/25/2025 07:40:29, 00:00, 00:15,0.18,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 00:15, 00:30,0.179,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 00:30, 00:45,0.212,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 00:45, 01:00,0.195,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 01:00, 01:15,0.159,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 01:15, 01:30,0.191,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 01:30, 01:45,0.113,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 01:45, 02:00,0.144,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 02:00, 02:15,0.115,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 02:15, 02:30,0.11,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 02:30, 02:45,0.162,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 02:45, 03:00,0.183,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 03:00, 03:15,0.171,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 03:15, 03:30,0.186,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 03:30, 03:45,0.171,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 03:45, 04:00,0.165,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 04:00, 04:15,0.113,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 04:15, 04:30,0.114,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 04:30, 04:45,0.146,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 04:45, 05:00,0.108,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 05:00, 05:15,0.196,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 05:15, 05:30,0.163,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 05:30, 05:45,0.151,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 05:45, 06:00,0.159,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 06:00, 06:15,0.103,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 06:15, 06:30,0.14,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 06:30, 06:45,0.126,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 06:45, 07:00,0.117,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 07:00, 07:15,0.377,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 07:15, 07:30,0.759,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 07:30, 07:45,1.045,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 07:45, 08:00,0.776,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 08:00, 08:15,0.404,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 08:15, 08:30,0.141,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 08:30, 08:45,0.14,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 08:45, 09:00,0.125,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 09:00, 09:15,0.135,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 09:15, 09:30,0.484,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 09:30, 09:45,0.518,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 09:45, 10:00,0.528,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 10:00, 10:15,0.515,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 10:15, 10:30,0.552,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 10:30, 10:45,0.91,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 10:45, 11:00,0.868,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 11:00, 11:15,0.473,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 11:15, 11:30,0.559,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 11:30, 11:45,0.516,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 11:45, 12:00,0.93,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 12:00, 12:15,0.7,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 12:15, 12:30,1.399,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 12:30, 12:45,1.258,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 12:45, 13:00,1.69,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 13:00, 13:15,1.713,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 13:15, 13:30,1.191,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 13:30, 13:45,0.78,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 13:45, 14:00,0.753,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 14:00, 14:15,1.466,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 14:15, 14:30,0.788,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 14:30, 14:45,0.77,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 14:45, 15:00,0.763,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 15:00, 15:15,0.75,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 15:15, 15:30,0.76,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 15:30, 15:45,0.765,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 15:45, 16:00,0.758,A,Consumption
'1234567890,05/24/2025,05/25/2025 07:40:29, 16:00, 16:15,0.101,A,Consumption
