ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/24/2025,06/25/2025 07:40:29, 00:00, 00:15,0.198,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 00:15, 00:30,0.212,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 00:30, 00:45,0.196,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 00:45, 01:00,0.229,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 01:00, 01:15,0.205,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 01:15, 01:30,0.188,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 01:30, 01:45,0.137,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 01:45, 02:00,0.1,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 02:00, 02:15,0.117,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 02:15, 02:30,0.122,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 02:30, 02:45,0.175,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 02:45, 03:00,0.189,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 03:00, 03:15,0.182,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 03:15, 03:30,0.153,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 03:30, 03:45,0.152,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 03:45, 04:00,0.165,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 04:00, 04:15,0.114,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 04:15, 04:30,0.107,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 04:30, 04:45,0.148,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 04:45, 05:00,0.14,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 05:00, 05:15,0.179,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 05:15, 05:30,0.142,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 05:30, 05:45,0.132,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 05:45, 06:00,0.153,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 06:00, 06:15,0.147,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 06:15, 06:30,0.107,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 06:30, 06:45,0.106,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 06:45, 07:00,0.491,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 07:00, 07:15,1.095,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 07:15, 07:30,0.422,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 07:30, 07:45,0.417,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 07:45, 08:00,0.385,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 08:00, 08:15,0.497,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 08:15, 08:30,0.483,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 08:30, 08:45,0.108,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 08:45, 09:00,0.115,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 09:00, 09:15,0.125,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 09:15, 09:30,0.537,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 09:30, 09:45,0.569,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 09:45, 10:00,0.544,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 10:00, 10:15,0.657,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 10:15, 10:30,0.672,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 10:30, 10:45,0.671,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 10:45, 11:00,0.639,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 11:00, 11:15,0.131,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 11:15, 11:30,0.517,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 11:30, 11:45,0.498,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 11:45, 12:00,0.962,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 12:00, 12:15,1.023,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 12:15, 12:30,1.018,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 12:30, 12:45,1.01,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 12:45, 13:00,1.044,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 13:00, 13:15,0.67,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 13:15, 13:30,0.699,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 13:30, 13:45,0.765,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 13:45, 14:00,0.744,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 14:00, 14:15,0.69,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 14:15, 14:30,1.341,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 14:30, 14:45,1.32,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 14:45, 15:00,1.405,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 15:00, 15:15,1.395,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 15:15, 15:30,0.781,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 15:30, 15:45,0.825,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 15:45, 16:00,0.815,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 16:00, 16:15,0.131,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 16:15, 16:30,0.127,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 16:30, 16:45,0.741,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 16:45, 17:00,1.088,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 17:00, 17:15,1.135,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 17:15, 17:30,1.149,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 17:30, 17:45,1.146,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 17:45, 18:00,1.127,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 18:00, 18:15,1.096,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 18:15, 18:30,1.353,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 18:30, 18:45,1.439,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 18:45, 19:00,1.541,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 19:00, 19:15,1.83,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 19:15, 19:30,1.206,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 19:30, 19:45,1.22,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 19:45, 20:00,1.231,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 20:00, 20:15,0.549,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 20:15, 20:30,0.544,A,Consumption
'1234567890,06/24/2025,06/25/2025 07:40:29, 20:30, 20:45,0.123,A,Consumption
