ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/15/2025,06/16/2025 07:40:29, 00:00, 00:15,0.157,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 00:15, 00:30,0.201,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 00:30, 00:45,0.175,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 00:45, 01:00,0.171,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 01:00, 01:15,0.171,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 01:15, 01:30,0.119,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 01:30, 01:45,0.147,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 01:45, 02:00,0.103,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 02:00, 02:15,0.106,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 02:15, 02:30,0.183,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 02:30, 02:45,0.171,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 02:45, 03:00,0.15,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 03:00, 03:15,0.154,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 03:15, 03:30,0.111,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 03:30, 03:45,0.113,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 03:45, 04:00,0.101,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 04:00, 04:15,0.111,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 04:15, 04:30,0.182,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 04:30, 04:45,0.188,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 04:45, 05:00,0.19,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 05:00, 05:15,0.164,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 05:15, 05:30,0.116,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 05:30, 05:45,0.15,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 05:45, 06:00,0.138,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 06:00, 06:15,0.127,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 06:15, 06:30,0.173,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 06:30, 06:45,0.176,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 06:45, 07:00,0.186,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 07:00, 07:15,0.854,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 07:15, 07:30,1.097,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 07:30, 07:45,0.702,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 07:45, 08:00,0.129,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 08:00, 08:15,0.129,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 08:15, 08:30,0.111,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 08:30, 08:45,0.453,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 08:45, 09:00,0.845,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 09:00, 09:15,0.521,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 09:15, 09:30,0.566,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 09:30, 09:45,0.575,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 09:45, 10:00,0.534,A,Consumption
'1234567890,06/15/2025,06/16/2025 07:40:29, 10:00, 10:15,0.52,A,Consumption
