ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/06/2025,06/07/2025 07:40:29, 00:00, 00:15,0.186,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 00:15, 00:30,0.201,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 00:30, 00:45,0.208,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 00:45, 01:00,0.186,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 01:00, 01:15,0.205,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 01:15, 01:30,0.114,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 01:30, 01:45,0.116,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 01:45, 02:00,0.111,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 02:00, 02:15,0.227,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 02:15, 02:30,0.235,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 02:30, 02:45,0.212,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 02:45, 03:00,0.189,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 03:00, 03:15,0.192,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 03:15, 03:30,0.108,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 03:30, 03:45,0.142,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 03:45, 04:00,0.104,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 04:00, 04:15,0.148,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 04:15, 04:30,0.187,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 04:30, 04:45,0.183,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 04:45, 05:00,0.2,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 05:00, 05:15,0.159,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 05:15, 05:30,0.196,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 05:30, 05:45,0.163,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 05:45, 06:00,0.142,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 06:00, 06:15,0.126,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 06:15, 06:30,0.103,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 06:30, 06:45,0.201,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 06:45, 07:00,0.161,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 07:00, 07:15,0.738,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 07:15, 07:30,1.07,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 07:30, 07:45,0.402,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 07:45, 08:00,0.423,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 08:00, 08:15,0.132,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 08:15, 08:30,0.131,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 08:30, 08:45,0.115,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 08:45, 09:00,0.107,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 09:00, 09:15,0.887,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 09:15, 09:30,0.847,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 09:30, 09:45,0.865,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 09:45, 10:00,0.825,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 10:00, 10:15,0.878,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 10:15, 10:30,0.928,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 10:30, 10:45,0.907,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 10:45, 11:00,0.139,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 11:00, 11:15,0.143,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 11:15, 11:30,0.685,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 11:30, 11:45,1.233,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 11:45, 12:00,1.23,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 12:00, 12:15,1.698,A,Consumption
'1234567890,06/06/2025,06/07/2025 07:40:29, 12:15, 12:30,1.689,A,Consumption
