ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/16/2025,06/17/2025 07:40:29, 00:00, 00:15,0.146,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 00:15, 00:30,0.115,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 00:30, 00:45,0.106,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 00:45, 01:00,0.122,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 01:00, 01:15,0.115,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 01:15, 01:30,0.144,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 01:30, 01:45,0.102,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 01:45, 02:00,0.132,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 02:00, 02:15,0.145,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 02:15, 02:30,0.149,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 02:30, 02:45,0.133,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 02:45, 03:00,0.147,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 03:00, 03:15,0.104,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 03:15, 03:30,0.118,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 03:30, 03:45,0.1,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 03:45, 04:00,0.149,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 04:00, 04:15,0.145,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 04:15, 04:30,0.101,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 04:30, 04:45,0.101,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 04:45, 05:00,0.118,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 05:00, 05:15,0.113,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 05:15, 05:30,0.142,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 05:30, 05:45,0.108,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 05:45, 06:00,0.14,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 06:00, 06:15,0.128,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 06:15, 06:30,0.119,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 06:30, 06:45,0.579,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 06:45, 07:00,0.884,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 07:00, 07:15,0.761,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 07:15, 07:30,0.73,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 07:30, 07:45,0.311,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 07:45, 08:00,0.338,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 08:00, 08:15,0.393,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 08:15, 08:30,0.392,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 08:30, 08:45,0.131,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 08:45, 09:00,0.144,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 09:00, 09:15,0.115,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 09:15, 09:30,0.135,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 09:30, 09:45,0.824,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 09:45, 10:00,0.833,A,Consumption
'1234567890,06/16/2025,06/17/2025 07:40:29, 10:00, 10:15,0.883,A,Consumption
