ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/29/2025,06/30/2025 07:40:29, 00:00, 00:15,0.231,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 00:15, 00:30,0.217,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 00:30, 00:45,0.232,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 00:45, 01:00,0.218,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 01:00, 01:15,0.204,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 01:15, 01:30,0.187,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 01:30, 01:45,0.187,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 01:45, 02:00,0.223,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 02:00, 02:15,0.177,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 02:15, 02:30,0.224,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 02:30, 02:45,0.171,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 02:45, 03:00,0.19,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 03:00, 03:15,0.159,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 03:15, 03:30,0.207,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 03:30, 03:45,0.163,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 03:45, 04:00,0.197,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 04:00, 04:15,0.193,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 04:15, 04:30,0.185,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 04:30, 04:45,0.168,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 04:45, 05:00,0.192,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 05:00, 05:15,0.181,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 05:15, 05:30,0.148,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 05:30, 05:45,0.179,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 05:45, 06:00,0.196,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 06:00, 06:15,0.19,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 06:15, 06:30,0.192,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 06:30, 06:45,0.194,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 06:45, 07:00,0.187,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 07:00, 07:15,0.9,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 07:15, 07:30,1.069,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 07:30, 07:45,1.148,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 07:45, 08:00,0.803,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 08:00, 08:15,0.493,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 08:15, 08:30,0.554,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 08:30, 08:45,0.525,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 08:45, 09:00,0.515,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 09:00, 09:15,0.578,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 09:15, 09:30,0.993,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 09:30, 09:45,0.929,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 09:45, 10:00,0.884,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 10:00, 10:15,1.073,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 10:15, 10:30,1.028,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 10:30, 10:45,0.917,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 10:45, 11:00,0.625,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 11:00, 11:15,0.683,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 11:15, 11:30,1.307,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 11:30, 11:45,1.337,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 11:45, 12:00,1.146,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 12:00, 12:15,1.661,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 12:15, 12:30,1.575,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 12:30, 12:45,1.85,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 12:45, 13:00,1.592,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 13:00, 13:15,1.103,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 13:15, 13:30,1.103,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 13:30, 13:45,0.733,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 13:45, 14:00,1.269,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 14:00, 14:15,1.476,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 14:15, 14:30,1.471,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 14:30, 14:45,1.276,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 14:45, 15:00,1.418,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 15:00, 15:15,1.336,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 15:15, 15:30,0.729,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 15:30, 15:45,0.784,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 15:45, 16:00,0.709,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 16:00, 16:15,0.856,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 16:15, 16:30,0.727,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 16:30, 16:45,0.81,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 16:45, 17:00,0.697,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 17:00, 17:15,1.121,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 17:15, 17:30,1.125,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 17:30, 17:45,1.139,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 17:45, 18:00,1.045,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 18:00, 18:15,1.107,A,Consumption
'1234567890,06/29/2025,06/30/2025 07:40:29, 18:15, 18:30,1.106,A,Consumption
