ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/08/2025,06/09/2025 07:40:29, 00:00, 00:15,0.212,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 00:15, 00:30,0.218,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 00:30, 00:45,0.25,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 00:45, 01:00,0.247,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 01:00, 01:15,0.204,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 01:15, 01:30,0.177,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 01:30, 01:45,0.236,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 01:45, 02:00,0.205,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 02:00, 02:15,0.194,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 02:15, 02:30,0.209,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 02:30, 02:45,0.175,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 02:45, 03:00,0.207,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 03:00, 03:15,0.172,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 03:15, 03:30,0.19,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 03:30, 03:45,0.214,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 03:45, 04:00,0.207,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 04:00, 04:15,0.199,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 04:15, 04:30,0.198,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 04:30, 04:45,0.164,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 04:45, 05:00,0.205,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 05:00, 05:15,0.194,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 05:15, 05:30,0.166,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 05:30, 05:45,0.163,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 05:45, 06:00,0.154,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 06:00, 06:15,0.195,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 06:15, 06:30,0.197,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 06:30, 06:45,0.187,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 06:45, 07:00,0.175,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 07:00, 07:15,0.778,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 07:15, 07:30,1.026,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 07:30, 07:45,1.136,A,Consumption
'1234567890,06/08/2025,06/09/2025 07:40:29, 07:45, 08:00,0.831,A,Consumption
