ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/14/2025,06/15/2025 07:40:29, 00:00, 00:15,0.174,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 00:15, 00:30,0.187,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 00:30, 00:45,0.181,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 00:45, 01:00,0.178,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 01:00, 01:15,0.141,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 01:15, 01:30,0.103,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 01:30, 01:45,0.135,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 01:45, 02:00,0.136,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 02:00, 02:15,0.14,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 02:15, 02:30,0.136,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 02:30, 02:45,0.137,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 02:45, 03:00,0.136,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 03:00, 03:15,0.126,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 03:15, 03:30,0.107,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 03:30, 03:45,0.133,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 03:45, 04:00,0.105,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 04:00, 04:15,0.129,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 04:15, 04:30,0.144,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 04:30, 04:45,0.137,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 04:45, 05:00,0.177,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 05:00, 05:15,0.115,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 05:15, 05:30,0.111,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 05:30, 05:45,0.11,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 05:45, 06:00,0.119,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 06:00, 06:15,0.173,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 06:15, 06:30,0.182,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 06:30, 06:45,0.161,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 06:45, 07:00,0.174,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 07:00, 07:15,0.124,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 07:15, 07:30,0.626,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 07:30, 07:45,0.872,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 07:45, 08:00,0.599,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 08:00, 08:15,0.459,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 08:15, 08:30,0.465,A,Consumption
'1234567890,06/14/2025,06/15/2025 07:40:29, 08:30, 08:45,0.447,A,Consumption
