ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/09/2025,06/10/2025 07:40:29, 00:00, 00:15,0.113,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 00:15, 00:30,0.13,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 00:30, 00:45,0.133,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 00:45, 01:00,0.105,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 01:00, 01:15,0.107,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 01:15, 01:30,0.151,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 01:30, 01:45,0.136,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 01:45, 02:00,0.105,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 02:00, 02:15,0.14,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 02:15, 02:30,0.125,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 02:30, 02:45,0.104,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 02:45, 03:00,0.134,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 03:00, 03:15,0.125,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 03:15, 03:30,0.11,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 03:30, 03:45,0.144,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 03:45, 04:00,0.115,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 04:00, 04:15,0.114,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 04:15, 04:30,0.114,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 04:30, 04:45,0.138,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 04:45, 05:00,0.135,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 05:00, 05:15,0.145,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 05:15, 05:30,0.111,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 05:30, 05:45,0.139,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 05:45, 06:00,0.129,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 06:00, 06:15,0.118,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 06:15, 06:30,0.105,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 06:30, 06:45,0.144,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 06:45, 07:00,0.635,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 07:00, 07:15,0.937,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 07:15, 07:30,0.89,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 07:30, 07:45,0.63,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 07:45, 08:00,0.189,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 08:00, 08:15,0.712,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 08:15, 08:30,0.663,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 08:30, 08:45,0.615,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 08:45, 09:00,0.645,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 09:00, 09:15,0.801,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 09:15, 09:30,0.725,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 09:30, 09:45,0.409,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 09:45, 10:00,0.92,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 10:00, 10:15,0.956,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 10:15, 10:30,1.093,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 10:30, 10:45,1.047,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 10:45, 11:00,1.088,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 11:00, 11:15,1.174,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 11:15, 11:30,1.537,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 11:30, 11:45,0.899,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 11:45, 12:00,0.834,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 12:00, 12:15,0.893,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 12:15, 12:30,0.958,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 12:30, 12:45,0.903,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 12:45, 13:00,0.954,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 13:00, 13:15,0.594,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 13:15, 13:30,0.544,A,Consumption
'1234567890,06/09/2025,06/10/2025 07:40:29, 13:30, 13:45,1.185,A,Consumption
