ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/05/2025,06/06/2025 07:40:29, 00:00, 00:15,0.132,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 00:15, 00:30,0.171,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 00:30, 00:45,0.169,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 00:45, 01:00,0.129,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 01:00, 01:15,0.141,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 01:15, 01:30,0.105,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 01:30, 01:45,0.103,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 01:45, 02:00,0.138,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 02:00, 02:15,0.157,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 02:15, 02:30,0.151,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 02:30, 02:45,0.176,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 02:45, 03:00,0.172,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 03:00, 03:15,0.103,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 03:15, 03:30,0.131,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 03:30, 03:45,0.139,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 03:45, 04:00,0.128,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 04:00, 04:15,0.178,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 04:15, 04:30,0.163,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 04:30, 04:45,0.134,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 04:45, 05:00,0.139,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 05:00, 05:15,0.141,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 05:15, 05:30,0.15,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 05:30, 05:45,0.105,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 05:45, 06:00,0.105,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 06:00, 06:15,0.169,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 06:15, 06:30,0.135,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 06:30, 06:45,0.135,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 06:45, 07:00,0.612,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 07:00, 07:15,0.982,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 07:15, 07:30,0.589,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 07:30, 07:45,0.562,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 07:45, 08:00,0.116,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 08:00, 08:15,0.145,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 08:15, 08:30,0.232,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 08:30, 08:45,0.231,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 08:45, 09:00,0.261,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 09:00, 09:15,0.227,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 09:15, 09:30,0.237,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 09:30, 09:45,0.108,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 09:45, 10:00,0.148,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 10:00, 10:15,0.131,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 10:15, 10:30,0.487,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 10:30, 10:45,0.608,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 10:45, 11:00,0.633,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 11:00, 11:15,0.778,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 11:15, 11:30,0.764,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 11:30, 11:45,0.709,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 11:45, 12:00,0.145,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 12:00, 12:15,0.728,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 12:15, 12:30,0.671,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 12:30, 12:45,0.774,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 12:45, 13:00,1.149,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 13:00, 13:15,1.621,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 13:15, 13:30,1.65,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 13:30, 13:45,0.964,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 13:45, 14:00,0.947,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 14:00, 14:15,1.086,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 14:15, 14:30,0.514,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 14:30, 14:45,0.477,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 14:45, 15:00,0.483,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 15:00, 15:15,0.107,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 15:15, 15:30,1.248,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 15:30, 15:45,1.23,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 15:45, 16:00,1.576,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 16:00, 16:15,1.619,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 16:15, 16:30,1.669,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 16:30, 16:45,1.725,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 16:45, 17:00,1.732,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 17:00, 17:15,0.474,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 17:15, 17:30,0.121,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 17:30, 17:45,0.118,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 17:45, 18:00,1.316,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 18:00, 18:15,1.177,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 18:15, 18:30,1.263,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 18:30, 18:45,1.211,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 18:45, 19:00,1.249,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 19:00, 19:15,1.193,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 19:15, 19:30,1.442,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 19:30, 19:45,1.392,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 19:45, 20:00,0.775,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 20:00, 20:15,1.095,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 20:15, 20:30,0.459,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 20:30, 20:45,0.467,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 20:45, 21:00,0.436,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 21:00, 21:15,0.432,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 21:15, 21:30,0.432,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 21:30, 21:45,0.405,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 21:45, 22:00,0.143,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 22:00, 22:15,0.112,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 22:15, 22:30,0.137,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 22:30, 22:45,0.46,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 22:45, 23:00,0.457,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 23:00, 23:15,0.235,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 23:15, 23:30,0.218,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 23:30, 23:45,0.236,A,Consumption
'1234567890,06/05/2025,06/06/2025 07:40:29, 23:45, 24:00,0.229,A,Consumption
