ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/30/2025,07/01/2025 07:40:29, 00:00, 00:15,0.191,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 00:15, 00:30,0.178,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 00:30, 00:45,0.164,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 00:45, 01:00,0.203,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 01:00, 01:15,0.166,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 01:15, 01:30,0.186,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 01:30, 01:45,0.127,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 01:45, 02:00,0.1,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 02:00, 02:15,0.15,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 02:15, 02:30,0.195,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 02:30, 02:45,0.178,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 02:45, 03:00,0.188,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 03:00, 03:15,0.169,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 03:15, 03:30,0.182,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 03:30, 03:45,0.152,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 03:45, 04:00,0.122,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 04:00, 04:15,0.117,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 04:15, 04:30,0.123,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 04:30, 04:45,0.123,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 04:45, 05:00,0.145,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 05:00, 05:15,0.186,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 05:15, 05:30,0.138,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 05:30, 05:45,0.138,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 05:45, 06:00,0.119,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 06:00, 06:15,0.131,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 06:15, 06:30,0.109,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 06:30, 06:45,0.127,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 06:45, 07:00,0.626,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 07:00, 07:15,1.045,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 07:15, 07:30,1.062,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 07:30, 07:45,0.395,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 07:45, 08:00,0.41,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 08:00, 08:15,0.437,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 08:15, 08:30,0.135,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 08:30, 08:45,0.482,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 08:45, 09:00,0.516,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 09:00, 09:15,0.454,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 09:15, 09:30,0.882,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 09:30, 09:45,0.924,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 09:45, 10:00,0.958,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 10:00, 10:15,0.631,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 10:15, 10:30,0.631,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 10:30, 10:45,1.328,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 10:45, 11:00,1.306,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 11:00, 11:15,0.785,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 11:15, 11:30,0.715,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 11:30, 11:45,0.72,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 11:45, 12:00,1.365,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 12:00, 12:15,1.433,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 12:15, 12:30,0.764,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 12:30, 12:45,0.753,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 12:45, 13:00,1.118,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 13:00, 13:15,1.157,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 13:15, 13:30,0.525,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 13:30, 13:45,0.495,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 13:45, 14:00,1.062,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 14:00, 14:15,1.086,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 14:15, 14:30,1.108,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 14:30, 14:45,1.057,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 14:45, 15:00,0.682,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 15:00, 15:15,0.74,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 15:15, 15:30,1.745,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 15:30, 15:45,1.163,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 15:45, 16:00,1.049,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 16:00, 16:15,1.723,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 16:15, 16:30,1.775,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 16:30, 16:45,1.84,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 16:45, 17:00,1.789,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 17:00, 17:15,0.772,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 17:15, 17:30,0.749,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 17:30, 17:45,1.418,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 17:45, 18:00,1.377,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 18:00, 18:15,0.761,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 18:15, 18:30,0.764,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 18:30, 18:45,0.724,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 18:45, 19:00,1.394,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 19:00, 19:15,1.312,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 19:15, 19:30,1.833,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 19:30, 19:45,1.275,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 19:45, 20:00,1.175,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 20:00, 20:15,1.201,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 20:15, 20:30,0.576,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 20:30, 20:45,0.106,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 20:45, 21:00,0.146,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 21:00, 21:15,0.108,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 21:15, 21:30,0.352,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 21:30, 21:45,0.34,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 21:45, 22:00,0.336,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 22:00, 22:15,0.27,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 22:15, 22:30,0.269,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 22:30, 22:45,0.106,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 22:45, 23:00,0.15,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 23:00, 23:15,0.147,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 23:15, 23:30,0.18,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 23:30, 23:45,0.166,A,Consumption
'1234567890,06/30/2025,07/01/2025 07:40:29, 23:45, 24:00,0.161,A,Consumption
