ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/22/2025,06/23/2025 07:40:29, 00:00, 00:15,0.241,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 00:15, 00:30,0.219,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 00:30, 00:45,0.231,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 00:45, 01:00,0.236,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 01:00, 01:15,0.209,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 01:15, 01:30,0.225,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 01:30, 01:45,0.14,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 01:45, 02:00,0.12,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 02:00, 02:15,0.148,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 02:15, 02:30,0.126,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 02:30, 02:45,0.165,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 02:45, 03:00,0.177,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 03:00, 03:15,0.187,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 03:15, 03:30,0.164,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 03:30, 03:45,0.185,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 03:45, 04:00,0.174,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 04:00, 04:15,0.127,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 04:15, 04:30,0.1,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 04:30, 04:45,0.142,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 04:45, 05:00,0.118,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 05:00, 05:15,0.143,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 05:15, 05:30,0.158,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 05:30, 05:45,0.16,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 05:45, 06:00,0.167,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 06:00, 06:15,0.126,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 06:15, 06:30,0.102,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 06:30, 06:45,0.144,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 06:45, 07:00,0.537,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 07:00, 07:15,1.039,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 07:15, 07:30,1.057,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 07:30, 07:45,0.811,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 07:45, 08:00,0.399,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 08:00, 08:15,0.474,A,Consumption
'1234567890,06/22/2025,06/23/2025 07:40:29, 08:15, 08:30,0.461,A,Consumption
