ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/21/2025,06/22/2025 07:40:29, 00:00, 00:15,0.221,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 00:15, 00:30,0.229,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 00:30, 00:45,0.234,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 00:45, 01:00,0.213,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 01:00, 01:15,0.198,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 01:15, 01:30,0.125,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 01:30, 01:45,0.128,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 01:45, 02:00,0.105,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 02:00, 02:15,0.182,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 02:15, 02:30,0.175,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 02:30, 02:45,0.186,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 02:45, 03:00,0.215,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 03:00, 03:15,0.187,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 03:15, 03:30,0.18,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 03:30, 03:45,0.128,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 03:45, 04:00,0.133,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 04:00, 04:15,0.122,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 04:15, 04:30,0.122,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 04:30, 04:45,0.186,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 04:45, 05:00,0.154,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 05:00, 05:15,0.178,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 05:15, 05:30,0.178,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 05:30, 05:45,0.188,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 05:45, 06:00,0.149,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 06:00, 06:15,0.14,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 06:15, 06:30,0.125,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 06:30, 06:45,0.108,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 06:45, 07:00,0.19,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 07:00, 07:15,0.399,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 07:15, 07:30,0.8,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 07:30, 07:45,1.035,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 07:45, 08:00,1.052,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 08:00, 08:15,1.224,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 08:15, 08:30,0.484,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 08:30, 08:45,0.486,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 08:45, 09:00,0.542,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 09:00, 09:15,0.518,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 09:15, 09:30,0.916,A,Consumption
'1234567890,06/21/2025,06/22/2025 07:40:29, 09:30, 09:45,0.89,A,Consumption
