ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1234567890,06/18/2025,06/19/2025 07:40:29, 00:00, 00:15,0.22,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 00:15, 00:30,0.188,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 00:30, 00:45,0.203,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 00:45, 01:00,0.2,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 01:00, 01:15,0.18,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 01:15, 01:30,0.204,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 01:30, 01:45,0.133,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 01:45, 02:00,0.127,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 02:00, 02:15,0.146,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 02:15, 02:30,0.173,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 02:30, 02:45,0.175,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 02:45, 03:00,0.187,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 03:00, 03:15,0.192,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 03:15, 03:30,0.189,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 03:30, 03:45,0.104,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 03:45, 04:00,0.148,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 04:00, 04:15,0.115,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 04:15, 04:30,0.183,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 04:30, 04:45,0.197,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 04:45, 05:00,0.213,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 05:00, 05:15,0.199,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 05:15, 05:30,0.213,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 05:30, 05:45,0.175,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 05:45, 06:00,0.131,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 06:00, 06:15,0.141,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 06:15, 06:30,0.125,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 06:30, 06:45,0.196,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 06:45, 07:00,0.227,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 07:00, 07:15,0.79,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 07:15, 07:30,1.079,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 07:30, 07:45,0.665,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 07:45, 08:00,0.405,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 08:00, 08:15,0.149,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 08:15, 08:30,0.144,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 08:30, 08:45,0.103,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 08:45, 09:00,0.146,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 09:00, 09:15,0.564,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 09:15, 09:30,0.576,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 09:30, 09:45,0.563,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 09:45, 10:00,0.584,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 10:00, 10:15,0.572,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 10:15, 10:30,0.585,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 10:30, 10:45,0.11,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 10:45, 11:00,0.109,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 11:00, 11:15,0.122,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 11:15, 11:30,0.657,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 11:30, 11:45,0.691,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 11:45, 12:00,0.671,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 12:00, 12:15,1.077,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 12:15, 12:30,1.058,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 12:30, 12:45,1.114,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 12:45, 13:00,1.097,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 13:00, 13:15,0.471,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 13:15, 13:30,0.485,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 13:30, 13:45,0.111,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 13:45, 14:00,0.678,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 14:00, 14:15,1.385,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 14:15, 14:30,1.405,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 14:30, 14:45,1.444,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 14:45, 15:00,1.414,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 15:00, 15:15,1.405,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 15:15, 15:30,0.738,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 15:30, 15:45,0.746,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 15:45, 16:00,0.749,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 16:00, 16:15,0.719,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 16:15, 16:30,0.712,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 16:30, 16:45,0.743,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 16:45, 17:00,0.731,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 17:00, 17:15,0.729,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 17:15, 17:30,0.742,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 17:30, 17:45,0.103,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 17:45, 18:00,0.532,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 18:00, 18:15,1.005,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 18:15, 18:30,1.009,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 18:30, 18:45,1.721,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 18:45, 19:00,1.636,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 19:00, 19:15,1.759,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 19:15, 19:30,0.936,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 19:30, 19:45,0.55,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 19:45, 20:00,0.782,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 20:00, 20:15,0.743,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 20:15, 20:30,1.069,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 20:30, 20:45,1.131,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 20:45, 21:00,1.182,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 21:00, 21:15,1.137,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 21:15, 21:30,1.052,A,Consumption
'1234567890,06/18/2025,06/19/2025 07:40:29, 21:30, 21:45,1.086,A,Consumption
